Latitude,Longitude,Altitude
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.70
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236537,43.80
62.474674,6.236533,43.70
62.474674,6.236532,43.70
62.474670,6.236530,43.80
62.474670,6.236528,43.80
62.474670,6.236526,43.80
62.474670,6.236526,43.80
62.474670,6.236522,43.80
62.474670,6.236520,43.80
62.474670,6.236520,43.80
62.474670,6.236520,43.70
62.474670,6.236520,43.70
62.474670,6.236518,43.60
